omega,j,k,W,F_real,F_imag,reference_Omega,reference_d
29.660824495081606,4,0,0.0008,0.24913626875056688,0.13136069548629614,31.41592653589793,1.0
29.660824495081606,4,1,0.0008,-0.2364450287596993,-0.24771378718981318,31.41592653589793,1.0
29.660824495081606,4,2,0.0008,-0.10027203605840906,0.008389292106997313,31.41592653589793,1.0
29.660824495081606,4,3,0.0008,0.3303684517472979,0.2290070904033954,31.41592653589793,1.0
29.660824495081606,4,4,0.0008,-0.22191864973232225,-0.16748217782472974,31.41592653589793,1.0
29.74245714814283,0,0,0.0008,-0.22889855750033203,-0.20589867976888118,31.41592653589793,1.0
29.74245714814283,0,1,0.0008,0.3309989893598468,0.2802199495567617,31.41592653589793,1.0
29.74245714814283,0,2,0.0008,-0.10353789032208924,0.008438078452922132,31.41592653589793,1.0
29.74245714814283,0,3,0.0008,-0.23145870546991715,-0.2992202536827154,31.41592653589793,1.0
29.74245714814283,0,4,0.0008,0.2534546552866719,0.17053107357633748,31.41592653589793,1.0
29.74245714814283,1,0,0.0008,0.3309989893598467,0.2802199495567617,31.41592653589793,1.0
29.74245714814283,1,1,0.0008,-0.43412551410428324,-0.454066656309214,31.41592653589793,1.0
29.74245714814283,1,2,0.0008,0.20750472727426533,0.00209685435744561,31.41592653589793,1.0
29.74245714814283,1,3,0.0008,0.13446150319630804,0.44260171488372435,31.41592653589793,1.0
29.74245714814283,1,4,0.0008,-0.2314587054699174,-0.2992202536827161,31.41592653589793,1.0
29.74245714814283,2,0,0.0008,-0.10353789032208907,0.008438078452921688,31.41592653589793,1.0
29.74245714814283,2,1,0.0008,0.20750472727426522,0.002096854357446304,31.41592653589793,1.0
29.74245714814283,2,2,0.0008,-0.24200314144352875,-0.014116990251233488,31.41592653589793,1.0
29.74245714814283,2,3,0.0008,0.20750472727426644,0.002096854357444486,31.41592653589793,1.0
29.74245714814283,2,4,0.0008,-0.10353789032208946,0.00843807845292311,31.41592653589793,1.0
29.74245714814283,3,0,0.0008,-0.23145870546991737,-0.29922025368271493,31.41592653589793,1.0
29.74245714814283,3,1,0.0008,0.13446150319630856,0.4426017148837236,31.41592653589793,1.0
29.74245714814283,3,2,0.0008,0.20750472727426608,0.0020968543574450514,31.41592653589793,1.0
29.74245714814283,3,3,0.0008,-0.4341255141042845,-0.4540666563092123,31.41592653589793,1.0
29.74245714814283,3,4,0.0008,0.3309989893598472,0.2802199495567608,31.41592653589793,1.0
29.74245714814283,4,0,0.0008,0.25345465528667177,0.1705310735763371,31.41592653589793,1.0
29.74245714814283,4,1,0.0008,-0.23145870546991715,-0.2992202536827154,31.41592653589793,1.0
29.74245714814283,4,2,0.0008,-0.1035378903220897,0.008438078452922645,31.41592653589793,1.0
29.74245714814283,4,3,0.0008,0.33099898935984723,0.2802199495567609,31.41592653589793,1.0
